source_file,original,s1,assumption,preprocessed,canonical
first_file.json,"-4\,p-1\ge 5\,p-5","4\ge 9\,p^{0\ge 9\,p-4}",\textrm{wahr},-4*p - 1=5*p - 5,4 - 9*p
first_file.json,y\le 2,"\mathbb{L} = \left(-\infty ,2\right]",\textrm{wahr},y=2,y - 2
first_file.json,d = 5,d = -3,\textrm{wahr},d=5,d - 5
first_file.json,d = 5,d = -3,\textrm{wahr},d=5,d - 5
first_file.json,"-\frac{1}{4}\,(y-2)\ge 0",y-2\ge 0,\textrm{wahr},-1*(y - 2)/4=0,1/2 - y/4
first_file.json,"-\frac{1}{4}\,(y-2)\ge 0",y-2\ge 0,\textrm{wahr},-1*(y - 2)/4=0,1/2 - y/4
first_file.json,"x\,(-3-a) = 7",x = \frac{7}{-3-a},\textrm{wahr},x(-a - 3)=7,x(-a - 3) - 7
first_file.json,"5\,x-3 = 1 + 2\,a\,x","5\,x + 2\,a\,x = 1 + 3",a\neq -\frac{5}{2},5*x - 3=2*(a*x) + 1,-2*a*x + 5*x - 4
first_file.json,"(5-2\,a)\,x = 4","x = \frac{4}{5-2\,a}",a\neq -\frac{5}{2},x*(5 - 2*a)=4,x*(5 - 2*a) - 4
first_file.json,"x\,(-3-a) = 7",x = \frac{7}{-3-a},\textrm{wahr},x(-a - 3)=7,x(-a - 3) - 7
first_file.json,"(5-2\,a)\,x = 4","x = \frac{4}{5-2\,a}",a\neq -\frac{5}{2},x*(5 - 2*a)=4,x*(5 - 2*a) - 4
first_file.json,"x\,(-3-a) = 7",x = \frac{7}{-3 + a},\textrm{wahr},x(-a - 3)=7,x(-a - 3) - 7
first_file.json,"x\,(-3-a) = 7",x = \frac{7}{-3-a},\textrm{wahr},x(-a - 3)=7,x(-a - 3) - 7
first_file.json,"x\,(-3-a) = 7",x = \frac{7}{-3-a},\textrm{wahr},x(-a - 3)=7,x(-a - 3) - 7
first_file.json,"(5-2\,a)\,x = 4","x = \frac{4}{5-2\,a}",a\neq -\frac{5}{2},x*(5 - 2*a)=4,x*(5 - 2*a) - 4
first_file.json,"x\,(-3-a) = 7",x = \frac{7}{-(3 + a)},\textrm{wahr},x(-a - 3)=7,x(-a - 3) - 7
first_file.json,"x\,(-3-a) = 7",x = \frac{7}{-(3-a)},\textrm{wahr},x(-a - 3)=7,x(-a - 3) - 7
first_file.json,"(5-2\,a)\,x = 4","x = \frac{4}{5-2\,a}",a\neq -\frac{5}{2},x*(5 - 2*a)=4,x*(5 - 2*a) - 4
first_file.json,"(-5-2\,a)\,x = -3-1","x = \frac{-3-1}{-5-2\,a}",\textrm{wahr},x*(-2*a - 5)=-3 - 1,-x*(2*a + 5) + 4
first_file.json,"(-5-2\,a)\,x = -3-1","x = \frac{3-1}{5-2\,a}",\textrm{wahr},x*(-2*a - 5)=-3 - 1,-x*(2*a + 5) + 4
first_file.json,"(-5-2\,a)\,x = -3-1","x = \frac{4}{5-2\,a}",\textrm{wahr},x*(-2*a - 5)=-3 - 1,-x*(2*a + 5) + 4
first_file.json,"(-5 + a)\,x = 4 + 5",\frac{4 + 5}{-5 + a} = x,\textrm{wahr},x*(a - 5)=4 + 5,x*(a - 5) - 9
first_file.json,"(-5 + a)\,x = 4 + 5",\frac{4 + 5}{-5 + a} = x,\textrm{wahr},x*(a - 5)=4 + 5,x*(a - 5) - 9
first_file.json,"(-5 + a)\,x = 4 + 5",\frac{4 + 5}{-5 + a} = x,\textrm{wahr},x*(a - 5)=4 + 5,x*(a - 5) - 9
first_file.json,"(-5 + a)\,x = 4 + 5",\frac{9}{-5 + a} = x,\textrm{wahr},x*(a - 5)=4 + 5,x*(a - 5) - 9
first_file.json,"(-5 + a)\,x = 4 + 5",\frac{9}{-5 + a} = x,\textrm{wahr},x*(a - 5)=4 + 5,x*(a - 5) - 9
first_file.json,"(-5 + a)\,x = 4 + 5",\frac{4 + 5}{-5 + a} = x,\textrm{wahr},x*(a - 5)=4 + 5,x*(a - 5) - 9
first_file.json,"(-5 + a)\,x = 4 + 5",x = \frac{4 + 5}{-5 + a},\textrm{wahr},x*(a - 5)=4 + 5,x*(a - 5) - 9
first_file.json,"48\,x = 160",\left( x = \frac{10}{3}\right) \wedge \left( x = -\frac{10}{3}\right),\textrm{wahr},48*x=160,48*x - 160
first_file.json,\Leftrightarrow a + 4 = 12,a + 4 = -12,\textrm{wahr},Leftrightarrow*a + 4=12,Leftrightarrow*a - 8
first_file.json,a + 4 = -12,a = 8,\textrm{wahr},a + 4=-12,a + 16
first_file.json,a = 8,a = -16,\textrm{wahr},a=8,a - 8
first_file.json,"12\,x + 24 = 145",x = 10,\textrm{wahr},12*x + 24=145,12*x - 121
first_file.json,"2\,s + 2 = 16","2\,s + 2 = -16",\textrm{wahr},2*s + 2=16,2*s - 14
first_file.json,"2\,s + 2 = -16",s = 7,\textrm{wahr},2*s + 2=-16,2*s + 18
first_file.json,s = 7,s = -9,\textrm{wahr},s=7,s - 7
first_file.json,y\ge -2,"\mathbb{L} = \left[-2,\infty \right)",\textrm{wahr},y=-2,y + 2
first_file.json,y\ge -2,"\mathbb{L} = \left[-2,\infty \right)",\textrm{wahr},y=-2,y + 2
first_file.json,y\ge -2,"\mathbb{L} = \left[-2,\infty \right)",\textrm{wahr},y=-2,y + 2
first_file.json,"(-1-y)\,x = 4\,y + 3",0 = -1,\left( x\neq -\frac{4}{1}\right) \wedge \left( y = 1\right),x*(-y - 1)=4*y + 3,-x*(y + 1) - 4*y - 3
first_file.json,"(-1-y)\,x = 4\,y + 3",0 = -1,\left( x\neq -\frac{4}{1}\right) \wedge \left( y = 1\right),x*(-y - 1)=4*y + 3,-x*(y + 1) - 4*y - 3
first_file.json,"\frac{1}{3}\,(y-2)\ge 0",y-2\ge 2,\textrm{wahr},(y - 2)/3=0,y/3 - 2/3
first_file.json,"\frac{1}{3}\,(y-2)\ge 0",y-2\ge 2,\textrm{wahr},(y - 2)/3=0,y/3 - 2/3
first_file.json,"4\,x + 4-(3\,x-1) = 6","-4\,x-4 + 3\,x-1 = 6",\left( x\ge -1\right) \wedge \left( x < \frac{1}{3}\right),-(3*x - 1) + (4*x + 4)=6,x - 1
first_file.json,"y = x\,(-8 + x) + 1",y = -8 + x + 1,\textrm{wahr},y=x(x - 8) + 1,y - x(x - 8) - 1
first_file.json,"y = x\,(-8 + x) + 1","y = -8\,x^{2} + 1",\textrm{wahr},y=x(x - 8) + 1,y - x(x - 8) - 1
first_file.json,"y = x\,(-8 + x) + 1","y = -8 + x\,x",\textrm{wahr},y=x(x - 8) + 1,y - x(x - 8) - 1
first_file.json,"y = x\,(-8 + x) + 1",y = -7 + x,\textrm{wahr},y=x(x - 8) + 1,y - x(x - 8) - 1
first_file.json,"y = x\,(-8 + x) + 1",y = x + 1,\textrm{wahr},y=x(x - 8) + 1,y - x(x - 8) - 1
first_file.json,"y = \sin{\left(2\,x\right)}-3","\sin{\left(2\,x\right)} = y-3",\textrm{wahr},y=sin(2*x) - 3,y - sin(2*x) + 3
first_file.json,\Leftrightarrow 4 = 4,\textrm{wahr},\textrm{wahr},Leftrightarrow*4=4,4*Leftrightarrow - 4
first_file.json,\Leftrightarrow 4 = 4,\textrm{wahr},\textrm{wahr},Leftrightarrow*4=4,4*Leftrightarrow - 4
first_file.json,"x\,y\,(x-3) = 4 + 10\,y","x-3 = 4 + 10\,y",\left( \left( y\neq 0\right) \wedge \left( x\neq 5\right)\right) \wedge \left( x\neq -2\right),x*y(x - 3)=10*y + 4,x*y(x - 3) - 10*y - 4
first_file.json,"x\,y\,(x-3) = 4 + 10\,y","x\,y = 4 + 10\,y",\left( \left( y\neq 0\right) \wedge \left( x\neq 5\right)\right) \wedge \left( x\neq -2\right),x*y(x - 3)=10*y + 4,x*y(x - 3) - 10*y - 4
first_file.json,\frac{y}{3}-3\le 0,y\le 3,\textrm{wahr},y/3 - 3=0,y/3 - 3
first_file.json,-\frac{5}{16}\ge y,\textrm{wahr},\left( \left( \left( y\neq 0\right) \wedge \left( x\neq 4\right)\right) \wedge \left( x\neq -4\right)\right) \wedge \left( y < 0\right),-5/16=y,-y - 5/16
first_file.json,-\frac{5}{16}\ge y,\textrm{falsch},\left( \left( \left( y\neq 0\right) \wedge \left( x\neq 4\right)\right) \wedge \left( x\neq -4\right)\right) \wedge \left( y < 0\right),-5/16=y,-y - 5/16
first_file.json,"y = -3\,\cos{\left(3\,x-5\right)} + 3","y-3 = -3\,\cos{\left(3\,x + 5\right)}",\textrm{wahr},y=3 - 3*cos(3*x - 5),y + 3*cos(3*x - 5) - 3
first_file.json,"y = -3\,\cos{\left(3\,x-5\right)} + 3","-y + 3 = 3\,\cos{\left(3\,x + 5\right)}",\textrm{wahr},y=3 - 3*cos(3*x - 5),y + 3*cos(3*x - 5) - 3
first_file.json,"-y + 3 = 3\,\cos{\left(3\,x + 5\right)}","\frac{y-3}{3} = \cos{\left(3\,x + 5\right)}",\textrm{wahr},3 - y=3*cos(3*x + 5),-y - 3*cos(3*x + 5) + 3
first_file.json,"y = -3\,\cos{\left(3\,x-5\right)} + 3","-y + 3 = 3\,\cos{\left(3\,x + 5\right)}",\textrm{wahr},y=3 - 3*cos(3*x - 5),y + 3*cos(3*x - 5) - 3
first_file.json,"y = -3\,\cos{\left(3\,x-5\right)} + 3","3\,\cos{\left(3\,x + 5\right)} = -y + 3",\textrm{wahr},y=3 - 3*cos(3*x - 5),y + 3*cos(3*x - 5) - 3
first_file.json,"-2\,g-3\,g = -2-2","-5\,g = -5",\textrm{wahr},-3*g - 2*g=-2 - 2,4 - 5*g
first_file.json,0\le y-2,y\le 2,\textrm{wahr},0=y - 2,2 - y
first_file.json,"3\,b + 4 = 2\,b-3",b = 1,\textrm{wahr},3*b + 4=2*b - 3,b + 7
first_file.json,"-4\le 3\,y",-\frac{4}{3}\ge y,\left( y\neq 0\right) \wedge \left( y < 0\right),-4=3*y,-3*y - 4
first_file.json,"2\,x\,y + 4\,y = -x + 1","2\,x\,y + x = 4\,y + 1",x\neq -\frac{2}{1},2*(x*y) + 4*y=1 - x,x + 2*y*(x + 2) - 1
first_file.json,"x\,(2\,y + 1) = 4\,y + 1","x = \frac{4\,y + 1}{2\,y + 1}",x\neq -\frac{2}{1},x(2*y + 1)=4*y + 1,-4*y + x(2*y + 1) - 1
first_file.json,"x\,(2\,y + 1) = 4\,y + 1","x = \frac{4\,y + 1}{2\,y + 1}",x\neq -\frac{2}{1},x(2*y + 1)=4*y + 1,-4*y + x(2*y + 1) - 1
first_file.json,"2\,x\,y + 4\,y = -x + 1","2\,x\,y + x = 4\,y + 1",x\neq -\frac{2}{1},2*(x*y) + 4*y=1 - x,x + 2*y*(x + 2) - 1
first_file.json,"x\,(2\,y + 1) = -4\,y + 1","x = \frac{-4\,y + 1}{2\,y + 1}",x\neq -\frac{2}{1},x(2*y + 1)=1 - 4*y,4*y + x(2*y + 1) - 1
first_file.json,"(2\,y-1)\,x = 3\,y-3","x = \frac{3\,y-3}{2\,y-1}",x\neq \frac{3}{2},x*(2*y - 1)=3*y - 3,x*(2*y - 1) - 3*y + 3
first_file.json,-\frac{5}{16}\le y,\mathbb{L} = \emptyset ,\left( \left( \left( y\neq 0\right) \wedge \left( x\neq 4\right)\right) \wedge \left( x\neq -4\right)\right) \wedge \left( y > 0\right),-5/16=y,-y - 5/16
first_file.json,-\frac{5}{16}\ge y,"\mathbb{L} = \left(-\infty ,-\frac{5}{16}\right]",\left( \left( \left( y\neq 0\right) \wedge \left( x\neq 4\right)\right) \wedge \left( x\neq -4\right)\right) \wedge \left( y < 0\right),-5/16=y,-y - 5/16
first_file.json,-\frac{5}{16}\le y,\mathbb{L} = \emptyset ,\left( \left( \left( y\neq 0\right) \wedge \left( x\neq 4\right)\right) \wedge \left( x\neq -4\right)\right) \wedge \left( y > 0\right),-5/16=y,-y - 5/16
first_file.json,-\frac{5}{16}\le y,\mathbb{L} = \emptyset ,\left( \left( \left( y\neq 0\right) \wedge \left( x\neq 4\right)\right) \wedge \left( x\neq -4\right)\right) \wedge \left( y > 0\right),-5/16=y,-y - 5/16
first_file.json,-\frac{5}{16}\ge y,"LL_1 = \left(-\infty ,-\frac{5}{16}\right]",\left( \left( \left( y\neq 0\right) \wedge \left( x\neq 4\right)\right) \wedge \left( x\neq -4\right)\right) \wedge \left( y < 0\right),-5/16=y,-y - 5/16
first_file.json,-\frac{5}{16}\ge y,"\mathbb{L} = \left(-\infty ,-\frac{5}{16}\right]",\left( \left( \left( y\neq 0\right) \wedge \left( x\neq 4\right)\right) \wedge \left( x\neq -4\right)\right) \wedge \left( y < 0\right),-5/16=y,-y - 5/16
first_file.json,"y\,(x^{2} + 8\,x) = 4-15\,y","x + 8\,x = \frac{4-15\,y}{y}",\left( \left( \left( y\neq 0\right) \wedge \left( x\neq -3\right)\right) \wedge \left( x\neq -5\right)\right) \wedge \left( y\neq 0\right),y(x**2 + 8*x)=4 - 15*y,15*y + y(x*(x + 8)) - 4
first_file.json,"x^{2} + 6\,x-1 = x^{2} + 6-1",y = x^{2} + 6-1,\textrm{wahr},(x**2 + 6*x) - 1=(x**2 + 6) - 1,6*x - 6
first_file.json,"-3\le 3\,y",y\ge 1,\left( y\neq 0\right) \wedge \left( y < 0\right),-3=3*y,-3*y - 3
first_file.json,"-3\le 3\,y",y\le -1,\left( y\neq 0\right) \wedge \left( y < 0\right),-3=3*y,-3*y - 3
first_file.json,\frac{y}{3} + \frac{1}{9}\ge 0,\frac{y}{3}\le -\frac{1}{9},y < 0,y/3 + 1/9=0,y/3 + 1/9
first_file.json,\frac{y}{3}\ge -\frac{1}{9},y\le -\frac{3}{9},y < 0,y/3=-1/9,y/3 + 1/9
first_file.json,\frac{y}{3}\ge -\frac{1}{9},y\le -\frac{3}{9},y < 0,y/3=-1/9,y/3 + 1/9
first_file.json,"5\,y-2 = -y + 5",y = \frac{7}{4},\textrm{wahr},5*y - 2=5 - y,6*y - 7
first_file.json,"5\,y-2 = -y + 5","4\,y = 7",\textrm{wahr},5*y - 2=5 - y,6*y - 7
first_file.json,y\ge 0,"\mathbb{L} = \left[2,\infty \right)",\textrm{wahr},y=0,y
first_file.json,y\ge 0,"\mathbb{L} = \left[2,\infty \right)",\textrm{wahr},y=0,y
first_file.json,"(2 + 3\,y)\,x = 3\,y + 3","0 = \frac{3\,y + 3}{2 + 3\,y}",\left( x\neq \frac{1}{1}\right) \wedge \left( y\neq -\frac{2}{3}\right),x*(3*y + 2)=3*y + 3,x*(3*y + 2) - 3*y - 3
first_file.json,"(-y + 4)\,x = 4 + 2\,y","x = \frac{4 + 2\,y}{-y + 4}",\left( x\neq -\frac{2}{1}\right) \wedge \left( y = 4\right),x*(4 - y)=2*y + 4,x*(4 - y) - 2*y - 4
first_file.json,"(-y + 4)\,x = 4 + 2\,y","x = \frac{4 + 2\,y}{-y + 4}",\left( x\neq -\frac{2}{1}\right) \wedge \left( y = 4\right),x*(4 - y)=2*y + 4,x*(4 - y) - 2*y - 4
first_file.json,"(-y + 4)\,x = 4 + 2\,y","x = \frac{4 + 2\,y}{-y + 4}",\left( x\neq -\frac{2}{1}\right) \wedge \left( y = 4\right),x*(4 - y)=2*y + 4,x*(4 - y) - 2*y - 4
first_file.json,"(-y + 4)\,x = 4 + 2\,y","x = \frac{4 + 2\,y}{-y + 4}",\left( x\neq -\frac{2}{1}\right) \wedge \left( y = 4\right),x*(4 - y)=2*y + 4,x*(4 - y) - 2*y - 4
first_file.json,"(-y + 4)\,x = 4 + 2\,y","x = \frac{4 + 2\,y}{-y + 4}",\left( x\neq -\frac{2}{1}\right) \wedge \left( y = 4\right),x*(4 - y)=2*y + 4,x*(4 - y) - 2*y - 4
first_file.json,"(-y + 4)\,x = 4 + 2\,y","x = \frac{4 + 2\,y}{-y + 4}",\left( x\neq -\frac{2}{1}\right) \wedge \left( y = 4\right),x*(4 - y)=2*y + 4,x*(4 - y) - 2*y - 4
first_file.json,"-6\,y = -3",y = \frac{1}{3},\textrm{wahr},-6*y=-3,3 - 6*y
first_file.json,"-5\,y\le 2",y\le -\frac{2}{5},\left( y\neq 0\right) \wedge \left( y < 0\right),-5*y=2,-5*y - 2
first_file.json,"-5\,y\le 2",y\le -\frac{2}{5},\left( y\neq 0\right) \wedge \left( y < 0\right),-5*y=2,-5*y - 2
first_file.json,y\ge -6,y\le -6,y < 0,y=-6,y + 6
first_file.json,y\ge -6,y\le -6,y < 0,y=-6,y + 6
first_file.json,y\ge -6,y\le -6,y < 0,y=-6,y + 6
first_file.json,y\le 4,"W = \left(-\infty ,4\right]",\textrm{wahr},y=4,y - 4
first_file.json,y\le 4,"W = \left(-\infty ,4\right]",\textrm{wahr},y=4,y - 4
first_file.json,y\le -2,"W = \left(-\infty ,-2\right]",\textrm{wahr},y=-2,y + 2
first_file.json,"5\,y-4 = -2\,y-1","7\,y = -5",\textrm{wahr},5*y - 4=-2*y - 1,7*y - 3
first_file.json,"5\,y-4 = -2\,y-1","7\,y = 5",\textrm{wahr},5*y - 4=-2*y - 1,7*y - 3
first_file.json,"y\,(-x + 4) = -x + 3",-x + 4 = \frac{-x + 3}{y},x\neq \frac{4}{1},y(4 - x)=3 - x,x + y(4 - x) - 3
first_file.json,"2\,m + 2 = -m-1",m = 1,\textrm{wahr},2*m + 2=-m - 1,3*m + 3
first_file.json,"\frac{1}{8}\,(y + 3)\ge 0","\frac{1}{8}\,y\ge \frac{3}{8}",\textrm{wahr},(y + 3)/8=0,y/8 + 3/8
first_file.json,"-1\,z = -2",z = -\frac{2}{1},\textrm{wahr},-z=-2,2 - z
first_file.json,d-4 = 25,\left( d-4 = -\sqrt{25}\right) \vee \left( d-4 = \sqrt{25}\right),\textrm{wahr},d - 4=25,d - 29
first_file.json,5\ge -y,y\ge 5,\left( y\neq 0\right) \wedge \left( y > 0\right),5=-y,y + 5
first_file.json,"-2\le 1\,y",y\le -2,\left( y\neq 0\right) \wedge \left( y < 0\right),-2=1*y,-y - 2
first_file.json,y\le -2,"\mathbb{L} = \left[-2,0\right)",\left( y\neq 0\right) \wedge \left( y < 0\right),y=-2,y + 2
first_file.json,"-2\le 1\,y",y\le -2,\left( y\neq 0\right) \wedge \left( y < 0\right),-2=1*y,-y - 2
first_file.json,y\le -2,"\mathbb{L} = \left[-2,0\right)",\left( y\neq 0\right) \wedge \left( y < 0\right),y=-2,y + 2
first_file.json,"-2\le 1\,y",-2\ge y,\left( y\neq 0\right) \wedge \left( y < 0\right),-2=1*y,-y - 2
first_file.json,y\le -2,"\mathbb{L} = \left[-2,0\right)",\left( y\neq 0\right) \wedge \left( y < 0\right),y=-2,y + 2
first_file.json,y\ge -2,"\mathbb{L} = \left[-2,0\right)",\left( y\neq 0\right) \wedge \left( y < 0\right),y=-2,y + 2
first_file.json,"y = 5\,\cos{\left(4\,x-4\right)}-4","5\,\cos{\left(4\,x-4\right)} = -y-4",\textrm{wahr},y=5*cos(4*x - 4) - 4,y - 5*cos(4*x - 4) + 4
first_file.json,"\frac{1}{3}\,(y-2)\ge 0",y-2\ge o,\textrm{wahr},(y - 2)/3=0,y/3 - 2/3
first_file.json,y-2\ge o,y\ge 2,\textrm{wahr},y - 2=o,-o + y - 2
first_file.json,"(3 + 3\,y)\,x = 4\,y-2","x = \frac{4\,y-2}{3 + 3\,y}",\left( x\neq \frac{4}{3}\right) \wedge \left( y\neq 1\right),x*(3*y + 3)=4*y - 2,3*x*(y + 1) - 4*y + 2
first_file.json,"(3 + 3\,y)\,x = 4\,y-2","x = \frac{4\,y-2}{3 + 3\,y}",\left( x\neq \frac{4}{3}\right) \wedge \left( y\neq 1\right),x*(3*y + 3)=4*y - 2,3*x*(y + 1) - 4*y + 2
first_file.json,\frac{y}{3}\ge -\frac{1}{9},y\le -\frac{3}{9},y < 0,y/3=-1/9,y/3 + 1/9
first_file.json,"(3 + 3\,y)\,x = 4\,y-2","x = \frac{4\,y-2}{3 + 3\,y}",\left( x\neq \frac{4}{3}\right) \wedge \left( y\neq 1\right),x*(3*y + 3)=4*y - 2,3*x*(y + 1) - 4*y + 2
first_file.json,\frac{y}{3}\ge -\frac{1}{9},y\le -\frac{1}{3},y < 0,y/3=-1/9,y/3 + 1/9
first_file.json,\frac{y}{3}\ge -\frac{1}{9},y\le -\frac{1}{3},y < 0,y/3=-1/9,y/3 + 1/9
first_file.json,"-6\,g = -3",-g = \frac{-1}{3},\textrm{wahr},-6*g=-3,3 - 6*g
first_file.json,"2\,l + 5 = -3\,l + 2",-l = -3,\textrm{wahr},2*l + 5=2 - 3*l,5*l + 3
first_file.json,y\le \frac{3}{5},"LL_1 = \left(0,\frac{3}{5}\right]",\left( y\neq 0\right) \wedge \left( y > 0\right),y=3/5,y - 3/5
first_file.json,"3\ge 5\,y",y\ge \frac{3}{5},\left( y\neq 0\right) \wedge \left( y < 0\right),3=5*y,3 - 5*y
first_file.json,"3\ge 5\,y",y\ge \frac{3}{5},\left( y\neq 0\right) \wedge \left( y < 0\right),3=5*y,3 - 5*y
first_file.json,"3\ge 5\,y",y\ge \frac{3}{5},\left( y\neq 0\right) \wedge \left( y < 0\right),3=5*y,3 - 5*y
first_file.json,"3\ge 5\,y",y\ge \frac{3}{5},\left( y\neq 0\right) \wedge \left( y < 0\right),3=5*y,3 - 5*y
first_file.json,y\le \frac{3}{5},LL_2 = \emptyset ,\left( y\neq 0\right) \wedge \left( y < 0\right),y=3/5,y - 3/5
first_file.json,\Leftrightarrow -y + 3.0625\ge 0,y-3.0625\le 0,\textrm{wahr},(Leftrightarrow - y) + 3.0625=0,Leftrightarrow - y + 3.0625
first_file.json,"-y\,x + y = 3\,x + 4","-y\,x + y-3\,x + 4 = 0",x\neq \frac{1}{1},-x*y + y=3*x + 4,-3*x + y*(1 - x) - 4
first_file.json,"-y\,x + y = 3\,x + 4","-y\,x + y-3\,x + 4 = 0",x\neq \frac{1}{1},-x*y + y=3*x + 4,-3*x + y*(1 - x) - 4
first_file.json,"y + 3 = -3\,\cos{\left(2\,x + 4\right)}","\frac{-y + 3}{3} = \cos{\left(2\,x + 4\right)}",\textrm{wahr},y + 3=-3*cos(2*x + 4),y + 3*cos(2*x + 4) + 3
first_file.json,\Leftrightarrow y-2\ge 0,y\ge 2,\textrm{wahr},Leftrightarrow*y - 2=0,Leftrightarrow*y - 2
first_file.json,\Leftrightarrow y-2\ge 0,y\ge 2,\textrm{wahr},Leftrightarrow*y - 2=0,Leftrightarrow*y - 2
first_file.json,"y\,(-x + 1) = 3\,x-4","-y\,x-y = 3\,x-4",x\neq \frac{1}{1},y(1 - x)=3*x - 4,-3*x + y(1 - x) + 4
first_file.json,"-y\,x-y = 3\,x-4","-y\,x-y-4 = 3\,x",x\neq \frac{1}{1},-x*y - y=3*x - 4,-3*x + y*(-x - 1) + 4
first_file.json,"-y\,x-y-4 = 3\,x","-y-4 = 3\,x-x\,y",x\neq \frac{1}{1},(-x*y - y) - 4=3*x,-x*y - 3*x - y - 4
first_file.json,"-y-4 = 3\,x-x\,y","-1-\frac{4}{y} = \frac{3\,x}{y}-x",x\neq \frac{1}{1},-y - 4=-x*y + 3*x,-x*(3 - y) - y - 4
first_file.json,"-y\,x-y = 3\,x-4","-y\,x-y-4 = 3\,x",x\neq \frac{1}{1},-x*y - y=3*x - 4,-3*x + y*(-x - 1) + 4
first_file.json,"y\,(-x + 1) = 3\,x-4","-y\,x-y = 3\,x-4",x\neq \frac{1}{1},y(1 - x)=3*x - 4,-3*x + y(1 - x) + 4
first_file.json,"-y-4 = 3\,x-x\,y","-1-\frac{4}{y} = \frac{3\,x}{y}-x",x\neq \frac{1}{1},-y - 4=-x*y + 3*x,-x*(3 - y) - y - 4
first_file.json,"-y\,x-y-4 = 3\,x","-y-4 = 3\,x-x\,y",x\neq \frac{1}{1},(-x*y - y) - 4=3*x,-x*y - 3*x - y - 4
first_file.json,"y\,(-x + 1) = 3\,x-4","-y\,x-y = 3\,x-4",x\neq \frac{1}{1},y(1 - x)=3*x - 4,-3*x + y(1 - x) + 4
first_file.json,"-y\,x-y = 3\,x-4","-y\,x-y-4 = 3\,x",x\neq \frac{1}{1},-x*y - y=3*x - 4,-3*x + y*(-x - 1) + 4
first_file.json,"-y-4 = 3\,x-x\,y","-1-\frac{4}{y} = \frac{3\,x}{y}-x",x\neq \frac{1}{1},-y - 4=-x*y + 3*x,-x*(3 - y) - y - 4
first_file.json,"-y\,x-y-4 = 3\,x","-y-4 = 3\,x-x\,y",x\neq \frac{1}{1},(-x*y - y) - 4=3*x,-x*y - 3*x - y - 4
first_file.json,"-y\,x + y-4 = 3\,x","y-4 = 3\,x-x\,y",x\neq \frac{1}{1},(-x*y + y) - 4=3*x,-x*y - 3*x + y - 4
first_file.json,"-y\,x + y = 3\,x-4","-y\,x + y-4 = 3\,x",x\neq \frac{1}{1},-x*y + y=3*x - 4,-3*x + y*(1 - x) + 4
first_file.json,"y-4 = 3\,x-x\,y","-1-\frac{4}{y} = \frac{3\,x}{y}-x",x\neq \frac{1}{1},y - 4=-x*y + 3*x,-x*(3 - y) + y - 4
first_file.json,-\frac{y}{3} + \frac{13}{6}\ge 0,-\frac{y}{3}\ge \frac{13}{6},\textrm{wahr},-1*y/3 + 13/6=0,13/6 - y/3
first_file.json,-\frac{y}{3} + \frac{13}{6}\ge 0,-\frac{y}{3}\ge \frac{13}{6},\textrm{wahr},-1*y/3 + 13/6=0,13/6 - y/3
first_file.json,"y-x\,y = 3\,x-4","0 = 3\,x-x\,y + y-4",x\neq \frac{1}{1},-x*y + y=3*x - 4,-3*x + y*(1 - x) + 4
first_file.json,-\frac{y}{3} + \frac{13}{6}\ge 0,-\frac{y}{3}\ge \frac{13}{6},\textrm{wahr},-1*y/3 + 13/6=0,13/6 - y/3
first_file.json,-\frac{y}{3} + \frac{5}{6}\ge 0,-\frac{y}{3}\ge \frac{5}{6},\textrm{wahr},-1*y/3 + 5/6=0,5/6 - y/3
first_file.json,-\frac{y}{3} + \frac{25}{36}\ge 0,-\frac{y}{3}\ge \frac{25}{36},\textrm{wahr},-1*y/3 + 25/36=0,25/36 - y/3
first_file.json,"y + 4 = x\,(3 + y)",\frac{y + 4}{3 + y} = x,x\neq \frac{1}{1},y + 4=x(y + 3),y - x(y + 3) + 4
first_file.json,"y + 4 = x\,(3 + y)",\frac{y + 4}{3 + y} = x,x\neq \frac{1}{1},y + 4=x(y + 3),y - x(y + 3) + 4
first_file.json,"y + 4 = x\,(3 + y)",\frac{y + 4}{x} = 3 + y,x\neq \frac{1}{1},y + 4=x(y + 3),y - x(y + 3) + 4
first_file.json,"y + 4 = x\,(3 + y)",\frac{y + 4}{3 + y} = x,x\neq \frac{1}{1},y + 4=x(y + 3),y - x(y + 3) + 4
first_file.json,"y + 4 = x\,(3 + y)",\frac{y + 4}{3 + y} = x,x\neq \frac{1}{1},y + 4=x(y + 3),y - x(y + 3) + 4
first_file.json,"y + 4 = x\,(3 + y)",\frac{y + 4}{3 + y} = x,x\neq \frac{1}{1},y + 4=x(y + 3),y - x(y + 3) + 4
first_file.json,"y + 4 = x\,(3 + y)",\frac{y + 4}{3 + y} = x,x\neq \frac{1}{1},y + 4=x(y + 3),y - x(y + 3) + 4
first_file.json,"y + 4 = x\,(3 + y)",\frac{y + 4}{3 + y} = x,x\neq \frac{1}{1},y + 4=x(y + 3),y - x(y + 3) + 4
first_file.json,"-m-3 = -5\,m-1","4\,m-3 = 1",\textrm{wahr},-m - 3=-5*m - 1,4*m - 2
first_file.json,"-h-4 = 4\,h-2","5\,h = 2",\textrm{wahr},-h - 4=4*h - 2,-5*h - 2
